trial_id,gt_color,status,matched_color,bbox,sphere_positions,projected
172,red,WRONG_MATCH,pink,"[232, 278, 360, 411]","{'red': (0.488212589136634, -0.07445108904236485, 0.16571179872331868), 'green': (0.6251522914638031, 0.004574315609680718, 0.14544902213739166), 'blue': (0.5344967155421121, -0.05555974097931883, 0.16214303388961282), 'yellow': (0.6407303860857009, -0.11162466797765194, 0.16524980346680831), 'black': (0.5163164760205408, 0.04840292650978714, 0.19395910867775157), 'pink': (0.6328737166688949, -0.031839554272518694, 0.19116417148835252)}","[{'color': 'red', 'id': 2, 'px': 284, 'py': 320, 'depth': 0.9821440082338915}, {'color': 'green', 'id': 3, 'px': 322, 'py': 384, 'depth': 0.9774467372546866}, {'color': 'blue', 'id': 4, 'px': 292, 'py': 338, 'depth': 0.9806388326715987}, {'color': 'yellow', 'id': 5, 'px': 255, 'py': 386, 'depth': 0.9761345546716071}, {'color': 'black', 'id': 6, 'px': 344, 'py': 320, 'depth': 0.980548340559808}, {'color': 'pink', 'id': 7, 'px': 301, 'py': 372, 'depth': 0.9756977631636429}]"
173,yellow,NO_PROJECTION_MATCH,,"[328, 372, 330, 378]","{'red': (0.5566839317214084, -0.12183617222548725, 0.17415186823747264), 'green': (0.6220399349678472, -0.1127030686565974, 0.16841600036572413), 'blue': (0.471176696875535, -0.030558712555464385, 0.16198459028922904), 'yellow': (0.596035882247699, 0.05408392918243546, 0.19240849674580274), 'black': (0.46448769237125076, -0.019888124916619287, 0.18978689926632203), 'pink': (0.5722847737011231, 0.1368456542396103, 0.158038482376333)}","[{'color': 'red', 'id': 2, 'px': 256, 'py': 343, 'depth': 0.979515259401005}, {'color': 'green', 'id': 3, 'px': 256, 'py': 375, 'depth': 0.9769142493099194}, {'color': 'blue', 'id': 4, 'px': 305, 'py': 315, 'depth': 0.9827621028491493}, {'color': 'yellow', 'id': 5, 'px': 350, 'py': 354, 'depth': 0.977384220004141}, {'color': 'black', 'id': 6, 'px': 310, 'py': 304, 'depth': 0.9824039093628574}, {'color': 'pink', 'id': 7, 'px': 391, 'py': 355, 'depth': 0.9793145421872527}]"
174,blue,SUCCESS,blue,"[238, 281, 349, 396]","{'red': (0.497926837549425, -0.07536421824550218, 0.16074764617814086), 'green': (0.5708284147712253, 0.023202635263650906, 0.13084454104984067), 'blue': (0.5992067659510979, -0.11278066734094261, 0.14418504604292293), 'yellow': (0.47114267086564804, 0.04666556504630706, 0.13659381466012127), 'black': (0.5068662484059017, 0.11272926407575815, 0.19932216891717025), 'pink': (0.4539002621536939, -0.02817081205689939, 0.136878786513013)}","[{'color': 'red', 'id': 2, 'px': 283, 'py': 325, 'depth': 0.9819316622885768}, {'color': 'green', 'id': 3, 'px': 331, 'py': 364, 'depth': 0.9800504109920554}, {'color': 'blue', 'id': 4, 'px': 259, 'py': 372, 'depth': 0.9785919072990087}, {'color': 'yellow', 'id': 5, 'px': 341, 'py': 324, 'depth': 0.983266300633922}, {'color': 'black', 'id': 6, 'px': 376, 'py': 315, 'depth': 0.9807632956407873}, {'color': 'pink', 'id': 7, 'px': 307, 'py': 318, 'depth': 0.9837671723580443}]"
175,blue,NO_PROJECTION_MATCH,,"[341, 385, 351, 399]","{'red': (0.4561359315804228, -0.02642643862912039, 0.15821343053887268), 'green': (0.607738045237283, 0.07900694652788257, 0.1480247594274222), 'blue': (0.6157092728482181, -0.04301204456543502, 0.15507436045356204), 'yellow': (0.5994278820722215, -0.06041963348107743, 0.16514956436231396), 'black': (0.644454212822146, -0.03897890549866177, 0.12194838907503579), 'pink': (0.45789209526072094, -0.01118117799673532, 0.19631698119373014)}","[{'color': 'red', 'id': 2, 'px': 307, 'py': 312, 'depth': 0.9832948172876318}, {'color': 'green', 'id': 3, 'px': 363, 'py': 375, 'depth': 0.9781300252421053}, {'color': 'blue', 'id': 4, 'px': 296, 'py': 376, 'depth': 0.9775874195985125}, {'color': 'yellow', 'id': 5, 'px': 286, 'py': 365, 'depth': 0.9780096793268239}, {'color': 'black', 'id': 6, 'px': 298, 'py': 402, 'depth': 0.9772672182050585}, {'color': 'pink', 'id': 7, 'px': 314, 'py': 299, 'depth': 0.9824786623649129}]"
176,green,BBOX_OUTSIDE_FRAME,,"[352, 400, 284, 323]",,
177,black,BBOX_OUTSIDE_FRAME,,"[372, 416, 360, 407]",,
178,pink,WRONG_MATCH,red,"[244, 281, 308, 346]","{'red': (0.47297262316162, -0.12569088610759857, 0.1278620190122565), 'green': (0.6369935618428967, -0.02316664757682174, 0.14126440009606692), 'blue': (0.6217282053102331, -0.1314144040757605, 0.18171997322724517), 'yellow': (0.49698245608770275, 0.00776106389997519, 0.18616347975554334), 'black': (0.47023035554210646, 0.08824900200076893, 0.13906308669342887), 'pink': (0.5042123067151822, -0.020828953400073624, 0.13482856275723828)}","[{'color': 'red', 'id': 2, 'px': 262, 'py': 327, 'depth': 0.983380886972941}, {'color': 'green', 'id': 3, 'px': 306, 'py': 392, 'depth': 0.9770372191086882}, {'color': 'blue', 'id': 4, 'px': 244, 'py': 370, 'depth': 0.9765280146005242}, {'color': 'yellow', 'id': 5, 'px': 323, 'py': 316, 'depth': 0.9814084036929218}, {'color': 'black', 'id': 6, 'px': 360, 'py': 323, 'depth': 0.9832455559720849}, {'color': 'pink', 'id': 7, 'px': 310, 'py': 336, 'depth': 0.9822757363204772}]"
179,blue,WRONG_MATCH,green,"[242, 286, 325, 370]","{'red': (0.5060178307982042, 0.1465395773148684, 0.18954940075823426), 'green': (0.6166746337585556, -0.045556546173283446, 0.19246316446305756), 'blue': (0.5564120973996471, -0.110880352642018, 0.16029077325236715), 'yellow': (0.5264329094719402, -0.10596947047323416, 0.13266442685225546), 'black': (0.4773905645468955, 0.08942875989877605, 0.15753203500360619), 'pink': (0.5812963107789383, -0.053280828818776174, 0.13075132011659174)}","[{'color': 'red', 'id': 2, 'px': 392, 'py': 318, 'depth': 0.9810186768265079}, {'color': 'green', 'id': 3, 'px': 293, 'py': 364, 'depth': 0.9764373259694954}, {'color': 'blue', 'id': 4, 'px': 262, 'py': 348, 'depth': 0.9798720226955345}, {'color': 'yellow', 'id': 5, 'px': 268, 'py': 345, 'depth': 0.9815894331129397}, {'color': 'black', 'id': 6, 'px': 361, 'py': 319, 'depth': 0.9826585980519162}, {'color': 'pink', 'id': 7, 'px': 292, 'py': 369, 'depth': 0.9796545547300834}]"
180,red,WRONG_MATCH,pink,"[239, 275, 297, 334]","{'red': (0.48962261679143954, 0.09107979671722871, 0.19840759580613665), 'green': (0.6243139701526624, 0.11106953557904617, 0.1387613911826256), 'blue': (0.6203773760766924, 0.09285321149120526, 0.13661778981735725), 'yellow': (0.6102512859103022, -0.07371229480680022, 0.15193698496910363), 'black': (0.6094483333102916, -0.07649681547408556, 0.1737939526282795), 'pink': (0.45768908173609646, -0.1384210678814571, 0.14632992033279452)}","[{'color': 'red', 'id': 2, 'px': 364, 'py': 309, 'depth': 0.9813878973052754}, {'color': 'green', 'id': 3, 'px': 381, 'py': 386, 'depth': 0.9776750433542098}, {'color': 'blue', 'id': 4, 'px': 370, 'py': 385, 'depth': 0.9779064098506111}, {'color': 'yellow', 'id': 5, 'px': 279, 'py': 375, 'depth': 0.9779136752233292}, {'color': 'black', 'id': 6, 'px': 277, 'py': 367, 'depth': 0.9773256732856608}, {'color': 'pink', 'id': 7, 'px': 257, 'py': 316, 'depth': 0.9834778279651403}]"
181,red,WRONG_MATCH,black,"[220, 264, 339, 385]","{'red': (0.5913648997342853, -0.14394448446448238, 0.16364195042780694), 'green': (0.6123422773835632, 0.12019138985469849, 0.1973249981173759), 'blue': (0.5436218036231565, -0.06366305855995792, 0.1472629443250458), 'yellow': (0.5384307653048819, -0.01607078973229728, 0.15217866972741104), 'black': (0.6105342049796381, -0.013309695546310701, 0.16570517860288853), 'pink': (0.4756654247029697, 0.000801403570879905, 0.18868179766971976)}","[{'color': 'red', 'id': 2, 'px': 242, 'py': 362, 'depth': 0.9783922931275011}, {'color': 'green', 'id': 3, 'px': 388, 'py': 360, 'depth': 0.9764924773272504}, {'color': 'blue', 'id': 4, 'px': 288, 'py': 347, 'depth': 0.98065855564736}, {'color': 'yellow', 'id': 5, 'px': 311, 'py': 343, 'depth': 0.980730298218878}, {'color': 'black', 'id': 6, 'px': 312, 'py': 370, 'depth': 0.9775109739208234}, {'color': 'pink', 'id': 7, 'px': 320, 'py': 308, 'depth': 0.9820663723112198}]"
182,green,GROUNDING_FAIL,,,,
183,yellow,WRONG_MATCH,pink,"[241, 278, 316, 354]","{'red': (0.6414875388466057, 0.05420515652299948, 0.15699794880887977), 'green': (0.6318774465102199, -0.0475358005648996, 0.1556795057488593), 'blue': (0.5419504991255106, 0.033183829981255714, 0.1244752727560242), 'yellow': (0.4982213639956688, -0.12719658874781817, 0.1289507474049883), 'black': (0.48973810432527076, -0.06532098012915227, 0.16861566715049264), 'pink': (0.5887199631823273, -0.01714731642943404, 0.18631864863619996)}","[{'color': 'red', 'id': 2, 'px': 351, 'py': 389, 'depth': 0.97635415075582}, {'color': 'green', 'id': 3, 'px': 293, 'py': 384, 'depth': 0.9768427020876199}, {'color': 'blue', 'id': 4, 'px': 336, 'py': 354, 'depth': 0.9812407561304292}, {'color': 'yellow', 'id': 5, 'px': 260, 'py': 336, 'depth': 0.982587904737047}, {'color': 'black', 'id': 6, 'px': 288, 'py': 320, 'depth': 0.9820326967262341}, {'color': 'pink', 'id': 7, 'px': 310, 'py': 353, 'depth': 0.9778784513803797}]"
184,blue,SUCCESS,blue,"[234, 274, 306, 347]","{'red': (0.5196638242344783, -0.02947702445923743, 0.13917899854716337), 'green': (0.46551364868098405, -0.028021557252473114, 0.1431192180194573), 'blue': (0.5071138659798711, -0.13593781422330414, 0.16509630488724672), 'yellow': (0.49960690756846865, 0.07310969437920589, 0.17014643572055654), 'black': (0.47044455289898557, 0.03308689751363325, 0.14012956875784896), 'pink': (0.6498676410042786, -0.10542421129164585, 0.18700217557990556)}","[{'color': 'red', 'id': 2, 'px': 305, 'py': 340, 'depth': 0.9816748158511962}, {'color': 'green', 'id': 3, 'px': 307, 'py': 320, 'depth': 0.9833077560403877}, {'color': 'blue', 'id': 4, 'px': 253, 'py': 327, 'depth': 0.9815297847343061}, {'color': 'yellow', 'id': 5, 'px': 355, 'py': 323, 'depth': 0.981672400262473}, {'color': 'black', 'id': 6, 'px': 335, 'py': 322, 'depth': 0.9832183330365698}, {'color': 'pink', 'id': 7, 'px': 256, 'py': 383, 'depth': 0.9749797054427719}]"
185,pink,BBOX_OUTSIDE_FRAME,,"[369, 427, 334, 396]",,
186,pink,NO_PROJECTION_MATCH,,"[332, 374, 342, 387]","{'red': (0.4622677016206574, -0.037033225662957456, 0.15909991351262728), 'green': (0.5827573945351536, -0.04396085779116575, 0.18317570009148948), 'blue': (0.5797111361407346, 0.06333915031081039, 0.14147464103730573), 'yellow': (0.49785669512426206, -0.1496635042791036, 0.16198425765327704), 'black': (0.4893656340550345, -0.07066302498264451, 0.14487971949149825), 'pink': (0.47192299347008065, -0.024763700883614875, 0.12223383166982114)}","[{'color': 'red', 'id': 2, 'px': 302, 'py': 313, 'depth': 0.9830930048117544}, {'color': 'green', 'id': 3, 'px': 296, 'py': 351, 'depth': 0.9782204038945834}, {'color': 'blue', 'id': 4, 'px': 353, 'py': 364, 'depth': 0.9794455999887189}, {'color': 'yellow', 'id': 5, 'px': 248, 'py': 325, 'depth': 0.9819074452399498}, {'color': 'black', 'id': 6, 'px': 286, 'py': 327, 'depth': 0.9825406950665437}, {'color': 'pink', 'id': 7, 'px': 308, 'py': 328, 'depth': 0.9835198365260537}]"
187,blue,SUCCESS,blue,"[281, 325, 343, 389]","{'red': (0.4674013569923308, -0.14374046959981063, 0.12392687313460149), 'green': (0.5193260076934336, 0.08813659535572052, 0.18089779167464587), 'blue': (0.5944481549454609, -0.031061815191587183, 0.15697265795257398), 'yellow': (0.5188527028365377, -0.06880480635406333, 0.1919964609673106), 'black': (0.4555190942102613, 0.13362874523111692, 0.173775254246467), 'pink': (0.46808528981588104, 2.7050654861776602e-05, 0.15224389466896246)}","[{'color': 'red', 'id': 2, 'px': 255, 'py': 326, 'depth': 0.9836199030327495}, {'color': 'green', 'id': 3, 'px': 364, 'py': 326, 'depth': 0.9807459718849783}, {'color': 'blue', 'id': 4, 'px': 303, 'py': 366, 'depth': 0.9784445383301825}, {'color': 'yellow', 'id': 5, 'px': 285, 'py': 322, 'depth': 0.9805025065691472}, {'color': 'black', 'id': 6, 'px': 381, 'py': 306, 'depth': 0.9830081561161921}, {'color': 'pink', 'id': 7, 'px': 320, 'py': 317, 'depth': 0.9830516811267789}]"
188,pink,BBOX_OUTSIDE_FRAME,,"[379, 424, 329, 376]",,
189,black,BBOX_OUTSIDE_FRAME,,"[362, 399, 305, 342]",,
190,red,BBOX_OUTSIDE_FRAME,,"[329, 370, 304, 346]",,
191,red,BBOX_OUTSIDE_FRAME,,"[365, 410, 325, 372]",,
192,pink,NO_PROJECTION_MATCH,,"[327, 371, 334, 380]","{'red': (0.6407112675035777, 0.12013414078696219, 0.13347716884379346), 'green': (0.6164577775913314, -0.07413616069139406, 0.14117845296213696), 'blue': (0.4872657915394086, -0.020983642379416467, 0.1518797916474204), 'yellow': (0.5436171058292778, -0.1333718789048777, 0.13198239630367514), 'black': (0.5950751009242298, -0.04776020386118553, 0.15173913385868548), 'pink': (0.5853440815508087, 0.053131166081544445, 0.17086761076853293)}","[{'color': 'red', 'id': 2, 'px': 387, 'py': 396, 'depth': 0.9770982055795624}, {'color': 'green', 'id': 3, 'px': 279, 'py': 382, 'depth': 0.9779475236363007}, {'color': 'blue', 'id': 4, 'px': 310, 'py': 324, 'depth': 0.9824631309801892}, {'color': 'yellow', 'id': 5, 'px': 253, 'py': 352, 'depth': 0.9810123217992779}, {'color': 'black', 'id': 6, 'px': 294, 'py': 368, 'depth': 0.9785597382678756}, {'color': 'pink', 'id': 7, 'px': 348, 'py': 357, 'depth': 0.9784475528755419}]"
193,green,GROUNDING_FAIL,,,,
194,pink,WRONG_MATCH,red,"[241, 282, 317, 360]","{'red': (0.5395797278601184, -0.11588054451940569, 0.16713787691288268), 'green': (0.5420114175451451, 0.11953918306273856, 0.16301354121226774), 'blue': (0.523607109378601, 0.10671496507796, 0.16193367864866506), 'yellow': (0.5968890001245157, -0.07387057728934351, 0.1341344333598259), 'black': (0.6012718339273664, 0.12097596700067045, 0.1670827161323805), 'pink': (0.5614004205135777, 0.040479192057873814, 0.18327640914985646)}","[{'color': 'red', 'id': 2, 'px': 261, 'py': 339, 'depth': 0.9803351720459494}, {'color': 'green', 'id': 3, 'px': 380, 'py': 341, 'depth': 0.9803443450459711}, {'color': 'blue', 'id': 4, 'px': 372, 'py': 334, 'depth': 0.9810313608009832}, {'color': 'yellow', 'id': 5, 'px': 280, 'py': 375, 'depth': 0.9789530684376367}, {'color': 'black', 'id': 6, 'px': 386, 'py': 365, 'depth': 0.9778763566811925}, {'color': 'pink', 'id': 7, 'px': 341, 'py': 342, 'depth': 0.9790954625802966}]"
195,red,NO_PROJECTION_MATCH,,"[350, 398, 358, 410]","{'red': (0.47509685136182783, 0.027330691972290627, 0.19060379541575914), 'green': (0.47186120835119705, -0.06174238220903716, 0.18222517106986344), 'blue': (0.4622116472433361, -0.13033407666410762, 0.14630393442505943), 'yellow': (0.6477060978619327, 0.09120521515375205, 0.18111260684971867), 'black': (0.46544752692997987, 0.12615871061107733, 0.1904325235092052), 'pink': (0.45045057867277505, 0.00024031478806299522, 0.17422150126113445)}","[{'color': 'red', 'id': 2, 'px': 333, 'py': 307, 'depth': 0.9820441186602844}, {'color': 'green', 'id': 3, 'px': 290, 'py': 309, 'depth': 0.9823253083721258}, {'color': 'blue', 'id': 4, 'px': 260, 'py': 317, 'depth': 0.9833444558656382}, {'color': 'yellow', 'id': 5, 'px': 374, 'py': 384, 'depth': 0.9752843363299554}, {'color': 'black', 'id': 6, 'px': 379, 'py': 304, 'depth': 0.9823598585561152}, {'color': 'pink', 'id': 7, 'px': 320, 'py': 304, 'depth': 0.9831531340914336}]"
196,black,GROUNDING_FAIL,,,,
197,blue,BBOX_OUTSIDE_FRAME,,"[360, 406, 336, 383]",,
198,black,BBOX_OUTSIDE_FRAME,,"[364, 412, 336, 389]",,
199,green,NO_PROJECTION_MATCH,,"[310, 349, 316, 355]","{'red': (0.5172603569432405, 0.13215074066830693, 0.17574503838820274), 'green': (0.5102993075699446, 0.019214450186610305, 0.1413565972054724), 'blue': (0.5171545058476958, 0.13268183346754595, 0.1319634825670061), 'yellow': (0.6037007392924822, -0.13599893412655426, 0.15067655605781685), 'black': (0.47800568770924046, -0.049901524956864354, 0.14792519270062843), 'pink': (0.5740515891978719, -0.10933350082086232, 0.18462637287047706)}","[{'color': 'red', 'id': 2, 'px': 385, 'py': 327, 'depth': 0.980938661800819}, {'color': 'green', 'id': 3, 'px': 329, 'py': 336, 'depth': 0.9819393021453698}, {'color': 'blue', 'id': 4, 'px': 383, 'py': 342, 'depth': 0.9819145693203934}, {'color': 'yellow', 'id': 5, 'px': 246, 'py': 372, 'depth': 0.9782280554166088}, {'color': 'black', 'id': 6, 'px': 296, 'py': 322, 'depth': 0.9828336539619352}, {'color': 'pink', 'id': 7, 'px': 261, 'py': 347, 'depth': 0.9785451218252725}]"
